AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-ca-central-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:ca-central-1:556712931248:recorder;556712931248;;;aws;ca-central-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-eu-central-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:eu-central-1:556712931248:recorder;556712931248;;;aws;eu-central-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-eu-north-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:eu-north-1:556712931248:recorder;556712931248;;;aws;eu-north-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-eu-west-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:eu-west-1:556712931248:recorder;556712931248;;;aws;eu-west-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-eu-west-2-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:eu-west-2:556712931248:recorder;556712931248;;;aws;eu-west-2;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-eu-west-3-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:eu-west-3:556712931248:recorder;556712931248;;;aws;eu-west-3;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-sa-east-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:sa-east-1:556712931248:recorder;556712931248;;;aws;sa-east-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-us-east-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:us-east-1:556712931248:recorder;556712931248;;;aws;us-east-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-us-east-2-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:us-east-2:556712931248:recorder;556712931248;;;aws;us-east-2;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
profile: my_aws;2025-07-17 15:56:06.890534;556712931248;;;;;;prowler-aws-config_recorder_all_regions_enabled-556712931248-us-west-1-556712931248;aws;config_recorder_all_regions_enabled;Ensure AWS Config is enabled in all regions.;Logging and Monitoring;FAIL;AWS Config recorder 556712931248 is disabled.;False;config;;medium;Other;arn:aws:config:us-west-1:556712931248:recorder;556712931248;;;aws;us-west-1;Ensure AWS Config is enabled in all regions.;The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking and compliance auditing.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;It is recommended to enable AWS Config in all regions.;https://aws.amazon.com/blogs/mt/aws-config-best-practices/;;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions#terraform;aws configservice subscribe --s3-bucket <S3_BUCKET> --sns-topic <TOPIC_ARN>--iam-role <ROLE_ARN> ;https://docs.prowler.com/checks/aws/logging-policies/logging_5-enable-aws-config-regions;SOC2: cc_2_1, cc_3_1, cc_3_4, cc_8_1 | CIS-1.4: 3.5 | CIS-1.5: 3.5 | MITRE-ATTACK: T1190, T1078, T1204, T1098, T1136, T1525, T1562, T1110, T1040, T1119, T1530, T1485, T1486, T1491, T1499, T1496, T1498 | GDPR: article_25, article_30 | AWS-Foundational-Security-Best-Practices: Config.1 | ISO27001-2013: A.12.4 | KISA-ISMS-P-2023: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | HIPAA: 164_308_a_1_ii_a | CIS-2.0: 3.5 | KISA-ISMS-P-2023-korean: 1.2.1, 2.1.3, 2.8.1, 2.8.2, 2.9.1, 2.9.2, 2.9.4, 2.10.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC04-BP02 | GxP-EU-Annex-11: 10-change-and-configuration-management, 4.5-validation-development-quality, 4.6-validation-quality-performance | CIS-5.0: 3.3 | AWS-Account-Security-Onboarding: Enable continuous recording for most of the resources, Confirm that records are present in central aggregator | CIS-3.0: 3.3 | ENS-RD2022: op.exp.1.aws.cfg.1, op.exp.1.aws.cfg.2, op.exp.3.aws.cfg.1, op.exp.3.r3.aws.cfg.1, op.mon.3.r2.aws.cfg.1, op.mon.3.r6.aws.cfg.1 | NIST-CSF-1.1: cm_2, am_1, ra_5, sc_4, ip_12 | PCI-3.2.1: 2.4, 2.4.a, 10.5, 10.5.2, 11.5, 11.5.a, 11.5.b | ProwlerThreatScore-1.0: 3.3.1 | ISO27001-2022: A.5.16, A.5.22 | CIS-4.0.1: 3.3;forensics-ready;;;;5.8.1
